,Make,Type,Origin,DriveTrain,MSRP,EngineSize,Cylinders,Horsepower,MPG_City,MPG_Highway,Weight,Wheelbase,Length,Convertible,Doors_2,Model Name
281,Mercury,Sedan,USA,Front,23895,3.0,6,201,19,26,3315,109,200,0,0,Sable
282,Mercury,Sedan,USA,Rear,30895,4.6,8,224,17,25,4052,115,212,0,0,Grand
283,Mercury,Sedan,USA,Rear,34495,4.6,8,302,17,23,4195,115,212,0,0,Marauder
284,Mercury,Sedan,USA,Front,33995,4.2,6,201,16,23,4340,121,202,0,0,Monterey
285,Mercury,Wagon,USA,Front,22595,3.0,6,155,19,26,3488,109,198,0,0,Sable
286,Mitsubishi,SUV,Asia,All,30492,3.8,6,215,17,21,4134,109,190,0,0,Endeavor
287,Mitsubishi,SUV,Asia,All,33112,3.8,6,215,15,19,4718,110,190,0,0,Montero
288,Mitsubishi,SUV,Asia,Front,18892,2.4,4,160,21,27,3240,103,179,0,0,Outlander
289,Mitsubishi,Sedan,Asia,Front,14622,2.0,4,120,25,31,2656,102,181,0,0,Lancer
290,Mitsubishi,Sedan,Asia,Front,16722,2.0,4,120,25,31,2795,102,181,0,0,Lancer
291,Mitsubishi,Sedan,Asia,Front,19312,2.4,4,160,23,30,3351,108,191,0,0,Galant
292,Mitsubishi,Sedan,Asia,Front,17232,2.0,4,120,25,31,2744,102,181,0,0,Lancer
293,Mitsubishi,Sedan,Asia,Front,29282,3.5,6,205,18,25,3549,107,194,0,0,Diamante
294,Mitsubishi,Sedan,Asia,Front,25700,3.8,6,230,18,26,3649,108,191,0,0,Galant
295,Mitsubishi,Sports,Asia,Front,25092,3.0,6,210,21,28,3241,101,177,0,1,Eclipse
296,Mitsubishi,Sports,Asia,Front,26992,3.0,6,210,21,28,3296,101,177,1,1,Eclipse
297,Mitsubishi,Sports,Asia,Front,29562,2.0,4,271,18,26,3263,103,179,0,0,Lancer
298,Mitsubishi,Wagon,Asia,Front,17495,2.4,4,160,25,31,3020,102,181,0,0,Lancer
299,Nissan,SUV,Asia,Front,33840,5.6,8,305,13,19,5013,123,207,0,0,Pathfinder
300,Nissan,SUV,Asia,Front,27339,3.5,6,240,16,21,3871,106,183,0,0,Pathfinder
301,Nissan,SUV,Asia,Front,20939,3.3,6,180,17,20,3760,104,178,0,0,Xterra
302,Nissan,Sedan,Asia,Front,12740,1.8,4,126,27,35,2513,100,178,0,0,Sentra
303,Nissan,Sedan,Asia,Front,14740,1.8,4,126,27,35,2581,100,178,0,0,Sentra
304,Nissan,Sedan,Asia,Front,19240,2.5,4,175,21,26,3039,110,192,0,0,Altima
305,Nissan,Sedan,Asia,Front,17640,2.5,4,165,23,28,2761,100,178,0,0,Sentra
306,Nissan,Sedan,Asia,Front,23290,3.5,6,245,21,26,3197,110,192,0,0,Altima
307,Nissan,Sedan,Asia,Front,27490,3.5,6,265,20,28,3473,111,194,0,0,Maxima
308,Nissan,Sedan,Asia,Front,29440,3.5,6,265,20,28,3476,111,194,0,0,Maxima
309,Nissan,Sedan,Asia,Front,24780,3.5,6,240,19,26,4012,124,204,0,0,Quest
310,Nissan,Sedan,Asia,Front,32780,3.5,6,240,18,25,4175,124,204,0,0,Quest
311,Nissan,Sports,Asia,Rear,26910,3.5,6,287,20,26,3188,104,169,0,1,350Z
312,Nissan,Sports,Asia,Rear,34390,3.5,6,287,20,26,3428,104,169,1,1,350Z
313,Nissan,Truck,Asia,All,19479,3.3,6,180,17,20,3932,116,191,0,0,Frontier
314,Nissan,Truck,Asia,All,26650,5.6,8,305,14,18,5287,125,218,0,0,Titan
315,Nissan,Wagon,Asia,Rear,28739,3.5,6,245,20,25,3801,111,188,0,0,Murano
316,Oldsmobile,Sedan,USA,Front,18825,2.2,4,140,24,32,2946,107,187,0,1,Alero
317,Oldsmobile,Sedan,USA,Front,23675,3.4,6,170,20,29,3085,107,187,0,1,Alero
318,Oldsmobile,Sedan,USA,Front,28790,3.4,6,185,19,26,3948,120,201,0,0,Silhouette
319,Pontiac,SUV,USA,Front,21595,3.4,6,185,19,26,3779,108,182,0,0,Aztekt
320,Pontiac,Sedan,USA,Front,15495,2.2,4,140,24,33,2771,104,182,0,1,Sunfire
321,Pontiac,Sedan,USA,Front,22450,3.4,6,175,20,29,3118,107,186,0,1,Grand
322,Pontiac,Sedan,USA,Front,22395,3.8,6,200,20,30,3477,111,198,0,0,Grand
323,Pontiac,Sedan,USA,Front,17735,2.2,4,140,24,33,2771,104,182,0,1,Sunfire
324,Pontiac,Sedan,USA,Front,24295,3.8,6,200,20,30,3484,111,198,0,0,Grand
325,Pontiac,Sedan,USA,Front,35995,4.6,8,275,17,20,3790,112,203,0,0,Bonneville
326,Pontiac,Sedan,USA,Front,23845,3.4,6,185,19,26,3803,112,187,0,0,Montana
327,Pontiac,Sedan,USA,All,31370,3.4,6,185,18,24,4431,121,201,0,0,Montana
328,Pontiac,Sports,USA,Rear,33500,5.7,8,340,16,20,3725,110,190,0,1,GTO
329,Pontiac,Wagon,USA,Rear,17045,1.8,4,130,27,36,2701,102,172,0,0,Vibe
330,Porsche,SUV,Europe,All,56665,4.5,8,340,14,18,4950,112,188,0,0,Cayenne
331,Porsche,Sports,Europe,Rear,67511,3.6,6,315,18,26,3135,93,175,1,1,911
332,Porsche,Sports,Europe,All,67511,3.6,6,315,17,24,3240,93,175,0,1,911
333,Porsche,Sports,Europe,Rear,67511,3.6,6,315,18,26,3119,93,175,0,1,911
334,Porsche,Sports,Europe,Rear,67511,3.6,6,390,17,24,3131,93,175,0,1,911
335,Porsche,Sports,Europe,Rear,43365,2.7,6,228,20,29,2811,95,170,1,1,Boxster
336,Porsche,Sports,Europe,Rear,52365,3.2,6,258,18,26,2911,95,170,1,1,Boxster
337,Saab,Sedan,Europe,Front,30860,2.0,4,210,20,28,3175,105,183,0,0,9-3
338,Saab,Sedan,Europe,Front,33360,2.0,4,210,20,28,3175,105,183,0,0,9-3
339,Saab,Sedan,Europe,Front,35105,2.3,4,220,21,29,3470,106,190,0,0,9-5
340,Saab,Sedan,Europe,Front,39465,2.3,4,250,21,29,3470,106,190,0,0,9-5
341,Saab,Sedan,Europe,Front,40670,2.0,4,210,21,29,3480,105,182,1,1,9-3
342,Saab,Sedan,Europe,Front,43175,2.0,4,210,21,30,3700,105,182,1,1,9-3
343,Saab,Wagon,Europe,Front,40845,2.3,4,250,19,29,3620,106,190,0,0,9-5
344,Saturn,SUV,USA,All,20585,2.2,4,143,21,26,3381,107,181,0,0,VUE
345,Saturn,Sedan,USA,Front,10995,2.2,4,140,26,35,2692,103,185,0,0,Ion1
346,Saturn,Sedan,USA,Front,14300,2.2,4,140,26,35,2692,103,185,0,0,lon2
347,Saturn,Sedan,USA,Front,15825,2.2,4,140,26,35,2692,103,185,0,0,lon3
348,Saturn,Sedan,USA,Front,14850,2.2,4,140,26,35,2751,103,185,0,1,lon2
349,Saturn,Sedan,USA,Front,16350,2.2,4,140,26,35,2751,103,185,0,1,lon3
350,Saturn,Sedan,USA,Front,21410,3.0,6,182,20,28,3197,107,190,0,0,L300-2
351,Saturn,Wagon,USA,Front,23560,2.2,4,140,24,34,3109,107,190,0,0,L300
352,Scion,Sedan,Asia,Front,12965,1.5,4,108,27,36,2340,93,154,0,0,xA
353,Scion,Wagon,Asia,Front,14165,1.5,4,108,27,35,2425,98,155,0,0,xB
354,Subaru,Sedan,Asia,All,19945,2.5,4,165,22,28,2965,99,174,0,0,Impreza
355,Subaru,Sedan,Asia,All,20445,2.5,4,165,21,28,3285,104,184,0,0,Legacy
356,Subaru,Sedan,Asia,All,25645,2.5,4,165,21,28,3395,104,184,0,0,Legacy
357,Subaru,Sedan,Asia,All,27145,2.5,4,165,20,27,3495,104,184,0,0,Outback
358,Subaru,Sedan,Asia,All,29345,3.0,6,212,19,26,3610,104,184,0,0,Outback
359,Subaru,Sedan,Asia,All,31545,3.0,6,212,19,26,3630,104,184,0,0,Outback
360,Subaru,Sports,Asia,All,25045,2.0,4,227,20,27,3085,99,174,0,0,Impreza
361,Subaru,Sports,Asia,All,31545,2.5,4,300,18,24,3263,100,174,0,0,Impreza
362,Subaru,Truck,Asia,All,24520,2.5,4,165,21,28,3485,104,193,0,0,Baja
363,Subaru,Wagon,Asia,All,21445,2.5,4,165,21,28,3090,99,175,0,0,Forester
364,Subaru,Wagon,Asia,All,23895,2.5,4,165,21,28,3430,104,187,0,0,Outback
365,Suzuki,SUV,Asia,Front,23699,2.7,6,185,18,22,3682,110,187,0,0,XL-7
366,Suzuki,SUV,Asia,All,17163,2.5,6,165,19,22,3020,98,163,0,0,Vitara
367,Suzuki,Sedan,Asia,Front,12884,2.3,4,155,25,31,2676,98,171,0,0,Aeno
368,Suzuki,Sedan,Asia,Front,14500,2.3,4,155,25,31,2676,98,171,0,0,Aerio
369,Suzuki,Sedan,Asia,Front,12269,2.0,4,119,24,31,2701,102,177,0,0,Forenza
370,Suzuki,Sedan,Asia,Front,15568,2.0,4,119,22,30,2756,102,177,0,0,Forenza
371,Suzuki,Sedan,Asia,Front,17262,2.5,6,155,20,27,3380,106,188,0,0,Verona
372,Suzuki,Wagon,Asia,All,16497,2.3,4,155,24,29,2932,98,167,0,0,Aerio
373,Toyota,Hybrid,Asia,Front,20510,1.5,4,110,27,36,2890,106,175,0,0,Prius
374,Toyota,SUV,Asia,All,35695,4.7,8,240,14,17,5270,118,204,0,0,Sequoia
375,Toyota,SUV,Asia,Front,27710,4.0,6,245,18,21,4035,110,189,0,0,4Runner
376,Toyota,SUV,Asia,All,27930,3.3,6,230,18,24,3935,107,185,0,0,Highlander
377,Toyota,SUV,Asia,All,54765,4.7,8,325,13,17,5288,112,193,0,0,Land
378,Toyota,SUV,Asia,All,20290,2.4,4,161,22,27,3119,98,167,0,0,RAV4
379,Toyota,Sedan,Asia,Front,14085,1.8,4,130,27,36,2502,102,178,0,0,Corolla
380,Toyota,Sedan,Asia,Front,15030,1.8,4,130,27,36,2524,102,178,0,0,Corolla
381,Toyota,Sedan,Asia,Front,15295,1.8,4,130,27,36,2524,102,178,0,0,Corolla
382,Toyota,Sedan,Asia,Front,10760,1.5,4,108,27,36,2035,93,163,0,1,Echo
383,Toyota,Sedan,Asia,Front,11560,1.5,4,108,27,36,2085,93,163,0,1,Echo
384,Toyota,Sedan,Asia,Front,11290,1.5,4,108,27,36,2055,93,163,0,0,Echo
385,Toyota,Sedan,Asia,Front,19560,2.4,4,157,24,33,3086,107,189,0,0,Camry
386,Toyota,Sedan,Asia,Front,22775,3.0,6,210,21,29,3296,107,189,0,0,Camry
387,Toyota,Sedan,Asia,Front,19635,2.4,4,157,24,33,3175,107,193,0,1,Camry
388,Toyota,Sedan,Asia,Front,21965,3.3,6,225,20,29,3417,107,193,0,1,Camry
389,Toyota,Sedan,Asia,Front,26560,3.0,6,210,21,29,3417,107,192,0,0,Avalon
390,Toyota,Sedan,Asia,Front,25920,3.0,6,210,21,29,3362,107,189,0,0,Camry
391,Toyota,Sedan,Asia,Front,26510,3.3,6,225,20,29,3439,107,193,0,1,Camry
392,Toyota,Sedan,Asia,Front,30920,3.0,6,210,21,29,3439,107,192,0,0,Avalon
393,Toyota,Sedan,Asia,Front,23495,3.3,6,230,19,27,4120,119,200,0,0,Sienna
394,Toyota,Sedan,Asia,Front,28800,3.3,6,230,19,27,4165,119,200,0,0,Sienna
395,Toyota,Sports,Asia,Front,22570,1.8,4,180,24,33,2500,102,171,0,1,Celica
396,Toyota,Sports,Asia,Rear,25130,1.8,4,138,26,32,2195,97,154,1,1,MR2
397,Toyota,Truck,Asia,Rear,12800,2.4,4,142,22,27,2750,103,191,0,0,Tacoma
398,Toyota,Truck,Asia,Rear,16495,3.4,6,190,16,18,3925,125,218,0,0,Tundra
399,Toyota,Truck,Asia,All,25935,3.4,6,190,14,17,4435,125,218,0,0,Tundra
400,Toyota,Wagon,Asia,Front,16695,1.8,4,130,27,36,2679,102,171,0,0,Matrix
401,Volkswagen,SUV,Europe,All,35515,3.2,6,220,15,20,5086,112,187,0,0,Touareg
402,Volkswagen,Sedan,Europe,Front,18715,2.0,4,115,24,31,2897,99,165,0,0,Golf
403,Volkswagen,Sedan,Europe,Front,19825,1.8,4,180,24,31,2934,99,168,0,1,GTI
404,Volkswagen,Sedan,Europe,Front,21055,1.9,4,100,27,36,3003,99,172,0,0,Jetta
405,Volkswagen,Sedan,Europe,Front,21055,1.8,4,150,24,31,2820,99,161,0,1,New
406,Volkswagen,Sedan,Europe,Front,23785,2.8,6,200,21,30,3179,99,172,0,0,Jetta
407,Volkswagen,Sedan,Europe,Front,23215,2.0,4,115,24,30,3082,99,161,1,1,New
408,Volkswagen,Sedan,Europe,Front,23955,1.8,4,170,22,31,3241,106,185,0,0,Passat
409,Volkswagen,Sedan,Europe,Front,33180,2.8,6,190,19,26,3721,106,185,0,0,Passat
410,Volkswagen,Sedan,Europe,Front,39235,4.0,8,270,18,25,3953,106,185,0,0,Passat
411,Volkswagen,Sedan,Europe,Front,65000,4.2,8,335,16,22,5194,118,204,0,0,Phaeton
412,Volkswagen,Sedan,Europe,Front,67511,6.0,9,390,12,19,5288,118,204,0,0,Phaeton
413,Volkswagen,Wagon,Europe,Front,19005,2.0,4,115,24,30,3034,99,174,0,0,Jetta
414,Volkswagen,Wagon,Europe,Front,24955,1.8,4,170,22,31,3338,106,184,0,0,Passat
415,Volkswagen,Wagon,Europe,Front,40235,4.0,8,270,18,25,4067,106,184,0,0,Passat
416,Volvo,SUV,Europe,All,41250,2.9,6,268,15,20,4638,113,189,0,0,XC90
417,Volvo,Sedan,Europe,Front,25135,1.9,4,170,22,29,2767,101,178,0,0,S40
418,Volvo,Sedan,Europe,All,31745,2.5,5,208,20,27,3903,107,180,0,0,S60
419,Volvo,Sedan,Europe,Front,34845,2.3,5,247,20,28,3766,107,180,0,0,S60
420,Volvo,Sedan,Europe,All,37560,2.5,5,300,18,25,3571,107,181,0,0,S60
421,Volvo,Sedan,Europe,Front,37730,2.9,6,208,20,28,3576,110,190,0,0,S80
422,Volvo,Sedan,Europe,All,37885,2.5,5,194,20,27,3691,110,190,0,0,S80
423,Volvo,Sedan,Europe,Front,40565,2.4,5,197,21,28,3450,105,186,1,1,C70
424,Volvo,Sedan,Europe,Front,42565,2.3,5,242,20,26,3450,105,186,1,1,C70
425,Volvo,Sedan,Europe,Front,45210,2.9,6,268,19,26,3653,110,190,0,0,S80
426,Volvo,Wagon,Europe,Front,26135,1.9,4,170,22,29,2822,101,180,0,0,V40
427,Volvo,Wagon,Europe,All,35145,2.5,5,208,20,27,3823,109,186,0,0,XC70
